Hora,Noroeste Ozono,Noroeste diÌ_xido de azufre,Noroeste diÌ_xido de nitrÌ_geno,Noroeste monÌ_xido de carbono,Noroeste PM10,Noreste diÌ_xido de azufre,Noreste diÌ_xido de nitrÌ_geno,Noreste monÌ_xido de carbono,Noreste PM10,Noreste Ozono
10,11,11,47,15,115,5,36,29,132,10
11,21,11,58,18,114,5,43,28,132,29
12,43,11,47,19,114,6,23,26,131,50
13,94,11,30,19,115,6,14,25,130,88
14,110,12,30,19,116,6,10,23,129,94
15,125,11,24,17,115,6,11,20,128,96
16,123,11,20,15,116,6,14,15,128,90
17,132,11,16,12,115,6,12,10,128,51
18,127,11,16,10,115,6,17,8,128,41
19,31,11,17,8,115,5,20,8,129,29
20,29,11,22,7,113,5,29,8,129,22
21,23,11,27,8,112,5,33,9,129,14
22,20,11,26,9,112,5,33,10,129,10
23,8,9,25,9,111,5,31,11,128,9
24,11,9,30,9,112,5,30,12,127,13
1,2,8,30,10,112,5,30,13,126,7
2,3,8,25,11,112,5,28,14,124,7
3,5,7,23,12,112,5,27,15,123,5
4,12,6,25,12,112,5,26,15,123,1
5,10,5,20,13,112,5,22,15,122,2
6,6,5,20,13,111,5,27,17,121,2
7,3,5,20,13,110,5,20,19,121,2
8,2,5,24,13,110,5,20,19,121,2
9,4,5,30,12,110,5,26,21,120,4
10,9,5,38,12,108,5,37,20,118,10
11,25,5,36,13,110,4,31,19,117,28
12,41,4,35,13,109,4,24,18,117,44
13,55,4,30,13,108,4,16,17,117,63
14,94,5,27,13,107,4,16,15,118,86
15,109,5,23,13,107,4,15,13,118,111
16,121,5,24,12,107,4,15,11,118,114
17,108,5,20,11,108,4,11,9,118,96
18,46,5,14,10,109,4,13,8,118,43
19,31,5,17,9,110,4,12,6,119,31
20,22,5,14,8,110,4,13,6,119,24
21,18,5,14,7,111,4,15,6,119,20
22,16,6,19,7,110,4,20,7,119,20
23,13,6,19,7,110,4,20,7,119,12
24,11,6,15,6,110,4,20,8,119,12
1,,6,,6,109,4,,8,118,
2,,6,,6,108,4,,8,118,
3,,6,,,108,4,,,118,
4,7,7,16,,108,4,17,,117,9
5,10,8,15,,108,5,16,,116,10
6,13,8,14,,108,5,16,,115,11
7,12,8,12,,108,5,15,,113,8
8,10,9,13,,108,5,13,,111,9
9,12,11,14,5,107,6,13,8,109,5
10,14,12,14,5,106,7,12,8,107,8
11,19,12,11,5,105,7,11,8,106,15
12,26,12,16,6,105,8,12,8,105,26
13,34,12,15,6,105,8,12,8,105,40
14,46,12,16,7,105,8,10,8,105,55
15,69,13,16,7,105,8,8,8,105,84
16,88,13,14,7,104,8,9,8,104,98
17,88,14,14,8,104,8,11,7,104,102
18,65,17,18,8,104,8,18,7,104,88
19,39,22,17,8,99,8,20,7,103,49
20,32,25,21,8,96,10,26,8,102,24
21,20,26,23,8,96,12,23,8,102,21
22,21,28,17,7,96,13,20,9,102,20
23,13,31,20,7,96,14,20,9,102,22
24,21,38,20,7,96,14,14,9,102,18
1,21,41,19,6,96,16,20,9,101,9
2,19,40,19,6,94,21,20,9,101,6
3,14,39,21,5,93,23,19,9,101,6
4,5,38,19,5,93,24,16,8,101,9
5,2,38,17,5,94,25,16,8,101,6
6,1,38,17,5,96,27,15,8,102,3
7,1,38,19,6,97,28,17,8,102,1
8,1,38,20,9,99,29,18,11,102,2
9,2,37,25,12,100,30,20,14,102,3
10,6,38,33,15,101,32,27,15,102,9
11,14,38,26,15,102,32,30,17,104,17
12,28,38,23,17,102,33,29,18,105,36
13,43,38,15,14,103,33,22,19,106,53
14,61,38,17,14,102,33,14,17,107,88
15,90,38,18,13,102,33,15,16,107,112
16,104,38,19,11,102,33,15,15,108,121
17,106,37,24,10,101,33,18,13,108,126
18,102,37,30,9,100,34,25,11,109,123
19,41,35,41,9,99,33,36,11,109,80
20,30,34,28,9,101,32,24,10,109,38
21,21,33,33,10,101,31,25,9,110,31
22,18,32,33,10,102,31,28,10,110,25
23,19,32,34,11,102,31,30,10,111,22
24,16,29,33,11,102,30,33,11,112,19
1,13,26,27,11,103,26,30,11,114,11
2,15,22,25,11,104,22,23,11,115,10
3,16,19,22,10,105,18,24,10,116,6
4,15,18,20,10,105,17,23,10,117,5
5,11,16,20,9,104,17,21,10,119,2
6,6,15,21,8,104,12,21,11,119,1
7,1,13,24,9,104,12,21,12,119,2
8,1,13,27,11,105,12,23,15,120,2
9,2,12,28,13,106,10,26,18,122,4
10,10,12,40,15,107,8,33,20,124,10
11,21,11,41,16,107,8,34,21,125,24
12,43,10,24,16,107,8,30,21,126,46
13,69,10,27,17,107,7,19,21,126,78
14,92,10,21,17,108,7,16,21,126,104
15,105,10,20,16,108,7,19,19,126,113
16,105,9,20,14,108,7,20,16,126,119
17,92,9,21,12,108,7,21,13,126,122
18,92,9,27,10,108,7,27,11,126,113
19,55,7,22,9,108,7,25,10,126,55
20,34,7,19,8,108,7,27,10,126,42
21,26,7,18,8,108,7,33,10,126,29
22,27,7,34,8,108,7,40,11,126,24
23,16,7,26,8,108,7,38,12,126,17
24,16,7,26,8,109,7,35,13,126,12
1,16,7,22,8,111,7,27,13,126,16
2,17,8,25,7,111,7,26,14,126,13
3,16,10,23,7,112,7,26,14,126,6
4,17,12,21,7,112,8,23,14,126,6
5,11,14,20,6,112,9,22,14,126,6
6,7,15,22,6,112,10,23,13,126,7
7,2,15,25,7,112,10,23,13,126,3
8,1,15,30,11,113,10,27,15,126,6
9,3,15,36,14,113,10,28,17,124,4
10,9,16,49,15,112,11,41,18,124,12
11,21,17,47,17,112,12,30,19,123,26
12,38,17,22,18,112,12,18,19,123,49
13,49,18,21,18,112,12,10,18,122,50
14,69,18,20,18,111,12,11,17,121,63
15,90,18,18,17,111,12,12,15,120,100
16,84,18,20,14,111,12,15,13,119,104
17,49,18,16,11,111,12,15,10,118,84
18,34,18,14,8,110,18,18,8,118,46
19,21,18,15,6,110,16,22,8,118,27
20,28,17,16,6,109,15,20,8,117,21
21,29,17,16,5,109,15,22,9,117,26
22,29,17,24,6,108,15,22,9,116,19
23,23,17,24,6,108,14,26,10,116,17
24,19,17,21,6,108,13,22,11,115,22
1,19,18,21,6,106,13,22,11,114,26
2,14,17,20,6,106,12,25,11,113,21
3,26,16,21,6,105,12,23,10,113,16
4,22,16,20,6,105,12,22,10,114,27
5,19,18,21,6,104,13,24,10,113,28
6,15,18,19,5,104,13,23,11,113,9
7,5,18,23,6,103,14,23,11,113,4
8,11,18,21,7,103,14,21,12,113,3
9,11,19,24,10,103,15,27,15,113,7
10,21,19,23,10,102,15,32,15,112,15
11,33,19,21,10,102,13,34,16,111,29
12,44,18,14,11,101,14,27,17,111,41
13,46,18,20,11,100,14,15,17,112,59
14,53,18,20,11,100,14,10,16,112,65
15,67,18,17,10,99,14,9,15,113,73
16,86,18,17,9,99,14,10,13,112,88
17,76,18,16,8,97,14,15,11,112,94
18,47,18,19,7,97,14,16,9,112,71
19,31,19,20,7,97,14,17,7,111,36
20,24,19,15,7,101,14,14,7,112,29
21,22,19,15,7,100,14,12,6,112,29
22,22,19,17,6,99,14,13,6,112,24
23,18,18,13,6,96,14,13,6,112,21
24,21,18,16,5,88,14,16,6,111,20
1,23,16,18,5,87,14,14,5,110,25
2,20,15,20,5,86,13,11,5,110,23
3,19,13,21,5,86,12,19,5,109,14
4,19,12,19,5,87,8,18,5,107,12
5,16,10,19,5,90,8,20,6,107,3
6,11,8,24,5,91,7,20,7,106,2
7,2,8,22,5,91,7,19,9,106,2
8,1,8,23,7,93,7,18,12,106,2
9,2,7,27,9,91,6,22,15,106,4
10,9,5,33,11,94,6,33,17,106,10
11,20,5,31,12,94,5,37,19,107,20
12,33,6,28,13,97,5,40,20,107,31
13,41,6,28,13,99,5,26,20,107,44
14,53,7,19,13,100,5,14,19,107,59
15,78,7,14,12,100,5,11,17,107,90
16,92,7,13,11,100,5,11,15,107,86
17,94,7,12,9,101,5,12,13,108,88
18,82,7,17,7,101,5,17,10,108,73
19,41,7,19,6,102,5,13,9,108,31
20,22,7,16,5,102,5,13,7,109,27
21,24,7,13,5,103,5,13,7,110,22
22,23,7,14,5,103,5,10,6,111,21
23,23,7,19,5,103,6,15,6,111,19
24,,8,,5,103,6,,6,111,
1,,8,,5,104,6,,6,111,
2,,8,,5,105,6,,6,111,
3,,8,,,105,7,,,111,
4,13,8,18,,104,7,17,,111,14
5,11,8,17,,104,7,20,,111,9
6,7,9,16,,104,9,18,,111,6
7,6,9,17,,104,12,18,,110,4
8,1,11,18,,105,14,16,,110,1
9,8,12,20,6,105,15,17,11,110,9
10,17,11,18,6,105,15,18,12,109,18
11,22,11,20,6,104,15,17,11,108,24
12,33,10,20,7,103,15,16,12,107,32
13,43,10,13,7,103,15,12,11,106,44
14,50,10,9,7,103,15,10,11,106,65
15,59,9,13,7,103,15,9,10,106,82
16,78,9,12,5,102,15,10,8,106,84
17,88,9,12,5,102,15,12,7,106,90
18,61,9,19,5,103,15,12,6,106,71
19,41,9,23,4,102,15,12,6,106,36
20,17,10,10,4,101,15,10,5,105,18
21,16,10,9,4,99,15,12,5,104,16
22,16,10,9,4,97,15,10,5,103,12
23,16,10,10,4,96,15,13,5,103,12
24,11,9,12,4,96,14,14,6,103,11
1,9,9,15,4,94,14,12,6,103,11
2,4,9,15,4,94,14,17,7,103,4
3,2,10,15,5,96,14,13,7,103,4
4,1,11,14,5,96,13,12,7,103,4
5,1,11,12,5,96,12,12,7,103,2
6,1,10,12,5,96,10,12,8,103,1
7,1,10,11,5,94,8,11,8,103,1
8,1,9,11,6,93,6,12,10,102,2
9,4,8,14,7,91,5,15,11,101,5
10,12,8,19,7,90,5,21,12,100,14
11,30,8,27,8,88,5,16,12,99,24
12,37,8,19,8,86,5,16,11,97,35
13,48,8,10,7,84,5,8,11,96,46
14,59,8,7,7,84,5,5,11,91,59
15,88,8,8,6,81,5,4,10,90,61
16,102,8,8,5,80,5,6,8,90,80
17,105,8,9,5,78,5,9,6,87,96
18,104,8,10,5,77,5,11,5,84,88
19,82,8,14,4,76,6,15,5,83,63
20,46,8,20,5,74,6,18,5,81,39
21,41,8,11,5,76,6,16,5,83,30
22,37,8,12,5,76,6,12,5,81,24
23,35,8,10,5,76,6,12,5,83,26
24,23,8,13,5,76,6,14,6,81,21
1,21,8,13,5,76,5,18,6,81,21
2,16,8,13,5,74,5,18,6,81,21
3,16,8,20,5,73,5,18,7,80,14
4,13,6,17,5,73,5,15,6,80,16
5,11,5,16,5,71,5,13,6,83,12
6,6,5,18,5,71,5,16,7,86,4
7,1,5,17,5,70,5,19,9,86,1
8,1,5,16,6,70,5,19,11,86,1
9,4,5,17,7,71,5,20,13,86,6
10,15,5,21,7,70,5,27,14,81,16
11,30,4,25,8,70,5,19,14,84,29
12,45,4,17,8,68,5,14,15,86,46
13,51,4,10,8,68,5,10,15,87,65
14,61,4,9,8,68,5,10,14,90,86
15,69,4,8,7,70,5,9,12,90,103
16,63,4,8,6,71,5,9,10,91,104
17,50,4,7,5,71,5,10,8,91,88
18,49,5,10,5,73,5,10,7,93,47
19,41,5,13,5,73,5,13,6,94,39
20,20,5,22,5,73,6,30,6,94,34
21,18,5,30,5,73,7,32,6,96,34
22,13,5,28,6,76,7,23,7,96,26
23,14,5,27,8,78,6,18,7,96,29
24,17,5,23,8,80,6,20,7,97,31
1,19,5,21,9,83,6,20,8,97,11
2,20,5,20,9,84,6,24,8,97,8
3,20,5,19,9,88,6,25,9,99,9
4,16,5,14,9,88,6,22,9,101,9
5,15,5,20,7,88,6,20,9,103,7
6,6,5,25,7,88,6,22,12,104,2
7,1,5,23,8,90,6,24,15,105,3
8,1,5,24,10,93,7,24,19,107,2
9,4,5,28,12,96,7,32,25,109,5
10,11,5,38,14,97,7,36,26,112,12
11,24,5,43,15,102,7,37,26,112,26
12,41,5,29,15,103,7,28,27,113,44
13,49,5,18,16,103,7,23,26,114,84
14,90,5,18,15,102,7,10,25,115,107
15,115,5,17,15,103,7,10,20,115,106
16,115,5,15,12,102,6,9,16,115,106
17,103,5,12,10,103,6,11,11,115,94
18,59,5,14,8,103,6,14,8,115,67
19,34,4,29,7,103,6,19,7,115,45
20,29,4,31,6,105,6,17,6,115,39
21,31,4,22,6,106,5,15,5,116,34
22,24,4,21,6,105,5,20,5,116,37
23,26,4,29,6,105,5,18,5,116,34
24,24,4,24,6,105,5,25,6,116,24
1,24,4,22,6,105,5,29,6,116,24
2,24,3,23,6,105,5,29,7,117,21
3,26,3,24,6,105,5,28,8,117,18
4,32,3,22,5,105,5,26,8,117,9
5,24,3,23,5,105,5,22,8,116,6
6,8,3,29,5,105,5,22,10,116,1
7,2,3,28,6,105,5,26,14,117,2
8,2,3,27,8,105,5,24,16,117,2
9,3,3,33,11,105,5,27,18,116,4
10,11,4,50,13,106,5,39,20,115,11
11,24,4,43,15,106,5,43,21,115,29
12,45,4,36,15,106,5,31,22,114,53
13,48,4,16,16,106,5,10,22,114,55
14,61,4,11,16,107,5,8,20,114,69
15,69,4,9,15,106,5,10,15,114,82
16,73,3,6,12,106,5,11,13,113,86
17,67,4,7,9,106,5,11,10,113,88
18,55,3,11,6,105,4,14,8,113,67
19,36,3,24,5,105,4,14,6,113,37
20,21,3,29,5,103,4,18,5,113,26
21,14,3,26,5,103,4,21,5,112,22
22,14,3,21,5,103,4,15,5,112,23
23,14,3,18,5,103,4,15,5,111,22
24,16,3,20,5,103,4,17,5,111,18
1,11,3,20,6,102,4,19,5,111,9
2,14,3,20,6,102,3,20,5,111,25
3,19,3,18,6,103,3,19,6,110,24
4,16,3,19,6,103,3,19,6,109,22
5,15,3,18,5,103,3,19,7,108,21
6,9,3,18,5,103,3,19,7,106,5
7,3,3,19,6,103,3,20,9,103,3
8,4,3,20,8,103,3,25,13,102,6
9,9,3,24,10,103,3,28,15,102,12
10,20,3,19,10,103,3,26,16,104,26
11,29,3,12,10,102,3,9,16,103,29
12,33,3,9,10,97,3,8,16,101,33
13,36,3,6,10,97,3,8,16,101,34
14,35,3,7,10,102,3,7,16,102,34
15,36,3,6,8,104,2,7,14,103,34
16,36,3,7,5,106,2,8,9,105,31
17,34,3,7,4,107,2,10,5,106,30
18,30,3,8,3,108,2,10,5,107,30
19,25,3,11,3,110,2,12,5,109,26
20,21,2,13,4,111,2,10,5,113,23
21,24,2,11,4,110,2,10,5,114,21
22,21,2,11,4,110,2,10,5,114,19
23,15,2,12,4,110,2,11,5,114,18
24,17,2,12,4,110,2,10,5,114,13
1,,2,,4,110,2,,5,114,
2,,2,,4,109,3,,5,114,
3,,2,,,108,3,,,115,
4,4,2,15,,108,3,16,,116,3
5,2,2,14,,108,3,15,,115,4
6,1,3,15,,108,3,14,,116,5
7,1,3,15,,108,3,15,,117,4
8,1,3,17,,107,3,14,,118,1
9,4,3,22,10,106,3,21,14,118,4
10,14,3,27,10,106,3,27,15,116,10
11,20,3,30,11,107,3,33,15,117,21
12,33,4,28,11,108,4,36,16,119,36
13,46,4,38,12,108,4,32,17,120,71
14,47,5,30,13,106,4,29,17,121,109
15,80,5,25,13,104,5,21,16,122,113
16,98,8,18,12,102,5,15,15,121,124
17,53,10,15,10,102,5,13,13,121,122
18,44,10,19,9,101,5,17,12,120,65
19,34,10,24,8,97,5,20,10,118,32
20,18,11,30,8,94,5,30,9,114,24
21,11,14,23,7,96,5,20,8,115,16
22,14,15,22,7,99,5,20,7,115,11
23,6,18,20,7,96,6,20,7,115,8
24,6,21,20,7,96,6,20,8,116,6
1,4,22,20,7,99,9,21,10,117,7
2,4,21,20,8,101,11,20,11,118,2
3,6,20,20,7,101,10,18,12,123,1
4,9,21,18,7,101,11,18,13,124,2
5,6,22,20,6,101,11,17,14,125,2
6,5,22,19,7,100,11,17,15,127,2
7,1,23,21,8,101,11,19,16,127,2
8,1,24,22,9,102,12,17,19,127,2
9,4,24,30,11,102,12,23,20,127,4
10,11,24,36,12,102,12,34,21,127,11
11,25,25,46,13,102,12,32,21,128,25
12,40,25,43,14,102,13,33,21,127,40
13,47,25,20,13,103,13,26,20,126,71
14,84,25,19,13,102,13,20,19,125,103
15,108,25,15,12,102,13,16,17,124,115
16,106,25,14,10,103,13,13,14,123,125
17,113,23,16,9,103,13,11,11,122,116
18,102,22,18,7,103,13,14,9,123,104
19,59,22,20,6,103,13,16,8,123,55
20,38,22,35,5,103,13,20,7,124,45
21,39,22,41,6,105,13,27,7,124,40
22,19,22,35,6,105,13,39,7,124,28
23,24,22,31,7,106,13,39,8,124,13
24,12,17,29,8,107,12,38,10,125,9
1,13,14,29,9,107,12,30,12,126,2
2,13,13,24,9,108,11,29,13,125,2
3,10,13,26,10,109,10,27,14,122,4
4,17,12,23,9,110,9,23,15,123,4
5,9,12,24,9,110,9,20,15,122,2
6,8,11,23,9,110,10,20,15,122,1
7,3,11,23,9,110,10,20,15,121,2
8,1,10,23,10,109,10,19,15,121,2
9,8,10,25,10,108,10,22,16,120,6
10,16,10,35,11,107,10,23,18,120,19
11,39,12,32,12,108,11,19,18,119,36
12,57,12,21,12,108,11,14,17,118,65
13,88,13,15,12,108,11,12,16,118,100
14,88,13,9,11,108,11,10,15,117,118
15,103,13,9,10,109,11,8,14,117,124
16,111,13,9,8,109,11,7,12,117,110
17,108,13,9,7,109,11,6,9,116,112
18,86,13,12,5,108,11,10,7,116,107
19,49,14,26,5,108,11,16,6,116,55
20,32,13,30,5,107,11,19,5,114,41
21,26,13,19,5,106,11,20,5,114,33
22,21,13,21,5,105,11,22,6,114,24
23,26,13,21,5,104,11,22,7,114,14
24,21,13,19,6,103,10,20,7,113,14
1,24,12,21,6,102,8,24,9,112,13
2,23,11,16,6,101,7,24,10,111,19
3,24,10,15,6,100,7,21,11,112,13
4,24,10,20,6,99,7,19,11,111,4
5,21,9,21,6,97,7,18,11,110,6
6,8,9,24,6,97,7,21,12,110,2
7,1,8,25,7,97,7,20,14,110,2
8,1,8,26,10,100,7,21,16,110,2
9,3,8,29,13,101,7,27,18,111,4
10,11,8,41,15,103,6,31,20,111,15
11,23,8,45,16,103,6,25,20,111,26
12,37,9,39,17,102,5,19,21,112,43
13,53,9,28,18,102,5,16,20,112,71
14,71,9,17,17,102,5,12,20,112,86
15,103,9,15,15,101,5,14,18,111,109
16,115,10,14,14,102,5,18,14,112,121
17,117,10,15,10,102,5,17,11,112,125
18,84,11,16,8,103,5,17,9,113,86
19,41,12,13,7,103,5,17,8,115,39
20,46,12,13,6,105,5,16,8,115,39
21,34,12,16,5,106,5,10,7,116,41
22,29,12,15,5,106,5,18,7,116,30
23,19,12,22,5,106,6,16,7,116,29
24,24,12,24,5,106,6,19,7,116,26
1,16,12,20,5,106,6,25,8,116,29
2,9,12,30,5,105,6,22,8,116,19
3,13,12,32,6,105,6,28,8,114,14
4,10,12,29,6,105,6,26,8,113,17
5,4,12,30,7,104,6,23,9,113,8
6,1,12,26,8,105,5,23,11,113,6
7,1,12,25,10,105,5,22,13,112,1
8,1,12,26,13,105,5,21,15,113,1
9,4,12,34,15,104,5,27,17,113,4
10,14,10,42,17,103,5,33,18,112,15
11,32,8,35,17,103,5,28,19,111,32
12,48,6,27,18,102,5,15,19,111,47
13,73,5,22,17,102,5,13,19,111,71
14,104,5,13,16,101,5,13,17,111,104
15,104,5,12,15,102,5,11,15,110,100
16,67,5,10,12,102,5,10,12,110,73
17,46,5,7,8,103,5,10,10,110,73
18,36,4,9,6,102,5,12,8,109,46
19,27,4,11,5,99,5,14,7,108,41
20,25,4,14,5,94,5,19,7,109,20
21,19,4,17,4,93,4,21,7,108,19
22,19,4,21,5,91,4,16,8,110,13
23,17,3,20,6,91,4,20,8,110,11
24,18,3,18,6,90,4,23,9,110,14
1,14,3,18,7,90,4,22,10,110,18
2,6,3,20,7,87,4,21,10,109,16
3,8,3,19,8,88,4,21,10,110,11
4,9,3,19,8,88,4,20,10,110,4
5,11,3,19,7,90,4,19,10,109,1
6,6,3,27,7,90,4,19,10,109,2
7,1,2,23,7,90,4,21,12,109,2
8,1,2,21,9,90,4,26,15,109,3
9,4,2,24,11,90,4,26,18,111,4
10,11,2,30,12,94,4,24,19,113,14
11,27,2,33,12,99,4,19,21,112,28
12,42,2,31,13,97,4,15,23,112,36
13,53,2,19,14,100,4,7,15,111,42
14,73,2,15,14,99,4,6,13,112,44
15,61,2,9,13,99,4,7,11,112,45
16,41,2,5,10,96,4,8,8,113,41
17,41,2,6,7,96,4,10,6,114,36
18,34,2,8,5,101,4,10,5,115,35
19,28,2,12,5,102,4,11,5,113,29
20,24,2,16,4,103,4,16,5,112,25
21,21,2,19,4,103,4,17,5,111,19
22,17,2,20,5,102,3,23,5,110,16
23,10,2,21,6,103,3,24,6,110,13
24,,2,,6,103,3,,6,109,
1,,2,,7,102,3,,6,108,
2,,2,,7,102,3,,6,108,
3,,2,,,102,3,,,107,
4,22,2,14,,102,3,10,,107,20
5,19,2,13,,103,3,10,,107,20
6,19,2,14,,103,3,16,,107,16
7,16,2,22,,104,3,14,,106,15
8,15,2,20,,104,3,15,,104,12
9,18,2,17,10,103,2,13,7,102,16
10,23,2,10,10,100,2,10,6,101,24
11,29,2,8,9,93,2,8,6,96,29
12,36,1,7,9,96,2,7,6,94,33
13,40,1,5,9,97,2,7,6,94,35
14,41,1,5,9,101,2,7,6,99,36
15,38,1,5,8,102,2,7,6,101,37
16,33,1,5,5,104,2,7,5,99,36
17,31,1,6,4,106,2,8,5,101,35
18,29,1,7,4,105,2,10,5,100,32
19,27,1,9,4,105,2,11,5,100,26
20,23,1,10,4,105,2,14,5,99,25
21,20,1,11,4,105,2,15,5,99,24
22,18,1,10,4,105,2,11,5,99,24
23,20,1,12,4,104,2,12,5,97,23
24,26,1,10,4,103,2,10,5,96,21
1,26,1,15,4,103,2,9,5,96,21
2,26,1,16,4,102,2,7,5,96,21
3,26,1,10,4,102,2,7,5,94,22
4,24,1,16,4,102,2,9,5,96,24
5,23,1,15,4,101,2,12,5,96,24
6,16,1,10,4,101,2,13,5,96,17
7,10,1,19,4,97,2,12,5,96,12
8,9,1,20,6,94,2,16,5,99,9
9,15,1,18,8,93,2,12,5,97,16
10,19,1,15,9,94,2,10,6,96,24
11,24,1,10,9,94,2,8,6,96,30
12,27,1,3,10,93,2,7,6,93,29
13,29,1,3,10,90,2,5,6,91,30
14,30,1,3,10,84,2,6,6,88,32
15,33,1,5,8,58,2,7,5,84,34
16,35,1,4,5,54,2,7,5,81,34
17,34,1,6,4,51,2,9,5,78,36
18,31,1,9,3,49,2,12,5,77,34
19,28,1,12,3,48,2,12,5,76,26
20,21,2,16,4,46,2,16,5,76,18
21,16,2,20,4,46,2,22,6,76,7
22,11,2,20,5,46,2,23,7,77,4
23,7,2,19,6,48,2,20,8,80,6
24,6,2,20,7,49,2,20,9,81,3
1,6,2,19,9,51,2,20,10,81,5
2,4,2,19,10,58,2,19,10,84,5
3,6,2,20,10,63,2,19,11,86,2
4,4,2,20,10,64,2,19,12,86,5
5,3,2,17,9,64,2,19,12,87,4
6,2,2,20,9,65,2,20,13,91,5
7,1,2,19,11,65,2,19,14,94,4
8,1,2,22,13,65,2,19,14,96,4
9,5,2,26,15,64,2,27,14,97,8
10,12,2,30,15,70,2,37,15,101,18
11,25,2,31,15,77,2,31,15,102,28
12,41,2,30,15,80,2,19,14,103,37
13,63,2,20,14,91,2,8,14,103,46
14,88,2,12,13,96,2,8,13,103,61
15,107,2,13,11,96,2,10,12,103,98
16,105,2,10,9,94,2,10,9,102,88
17,94,2,8,7,94,2,10,7,103,44
18,47,2,9,5,96,2,11,6,105,42
19,31,2,8,5,101,2,13,5,106,43
20,21,2,13,4,101,2,16,5,107,32
21,19,2,15,4,102,2,18,5,107,22
22,19,2,18,4,102,2,19,6,107,14
23,14,2,18,4,102,2,20,6,107,9
24,9,2,20,5,102,2,18,6,107,9
1,5,2,19,5,101,2,19,7,106,9
2,6,2,18,5,101,2,19,8,106,7
3,4,2,16,5,102,2,20,8,106,14
4,4,2,16,6,103,2,18,9,105,7
5,5,2,17,6,103,2,18,9,105,2
6,8,2,16,7,103,2,16,10,103,9
7,2,2,16,8,103,2,17,12,103,4
8,4,2,16,9,102,2,19,13,102,3
9,4,2,20,10,102,2,20,15,101,6
10,14,2,26,10,102,2,20,15,100,16
11,24,2,18,10,101,2,13,15,96,23
12,31,2,10,9,97,2,9,14,93,31
13,40,2,9,9,91,2,7,13,90,40
14,45,2,4,8,87,2,7,11,87,49
15,46,2,4,7,86,2,6,9,86,67
16,42,2,5,6,83,2,6,8,83,61
17,33,2,4,5,83,2,6,5,77,47
18,30,2,4,4,81,2,10,5,70,39
19,21,2,6,3,78,2,9,5,65,29
20,18,2,10,3,77,2,11,5,63,19
21,14,2,13,3,76,2,12,5,61,14
22,14,2,12,3,73,2,13,5,61,14
23,9,2,12,4,68,2,14,5,60,9
24,11,2,11,4,65,2,13,5,60,6
1,10,2,15,4,61,2,14,6,60,6
2,10,2,12,5,55,2,11,5,58,9
3,15,2,11,4,52,2,10,5,57,14
4,16,2,11,4,49,2,9,5,57,16
5,14,2,7,4,49,2,8,5,55,14
6,11,2,10,4,48,2,10,5,54,10
7,7,2,12,5,48,2,14,6,51,7
8,4,2,13,5,48,2,15,7,54,9
9,9,2,13,5,46,2,9,7,54,12
10,19,2,8,5,41,2,8,7,51,18
11,24,2,6,5,39,2,6,7,51,25
12,32,2,5,5,38,2,8,7,50,31
13,39,2,4,5,38,2,7,7,49,37
14,40,2,5,5,38,2,8,7,50,43
15,39,2,5,4,38,2,9,6,50,46
16,41,2,4,4,39,2,9,5,50,41
17,41,2,5,4,41,2,8,5,50,41
18,36,2,7,3,40,2,10,5,50,31
19,31,2,10,3,39,2,15,5,49,25
20,29,2,16,4,39,2,14,5,49,19
21,14,2,21,5,38,2,20,5,50,16
22,8,2,21,7,40,2,21,6,51,10
23,14,2,23,8,44,2,20,6,52,6
24,22,2,18,8,46,2,22,7,52,6
1,20,3,16,8,48,2,23,8,55,15
2,14,6,15,8,50,2,21,9,60,19
3,13,8,17,8,52,4,20,9,63,19
4,17,10,14,7,54,5,18,9,67,17
5,15,12,18,5,57,5,18,9,73,8
6,11,12,17,5,58,5,17,9,77,4
7,8,13,20,5,63,5,18,10,83,2
8,6,15,20,6,68,5,17,11,86,3
9,9,15,19,6,71,6,20,11,90,5
10,21,15,14,7,76,6,15,11,96,15
11,26,15,10,7,77,6,10,11,100,27
12,31,15,10,7,78,6,8,11,101,39
13,41,15,12,7,80,6,8,11,102,55
14,59,15,13,8,81,7,10,10,102,90
15,96,15,12,7,83,7,12,9,103,110
16,100,15,14,7,84,7,14,7,103,120
17,104,15,15,6,84,6,16,6,103,120
18,101,15,16,6,86,7,17,6,104,115
19,41,16,20,6,88,7,18,6,105,76
20,31,17,23,6,93,7,24,6,105,39
21,29,17,19,6,94,7,13,6,106,31
22,21,18,21,6,91,7,15,6,106,24
23,17,19,20,6,90,7,21,7,106,16
24,,19,,6,90,8,,7,106,
1,,18,,6,91,7,,7,106,
2,,15,,6,90,6,,7,106,
3,,14,,,88,5,,,105,
4,16,15,12,,84,5,14,,104,22
5,19,17,18,,81,5,19,,103,21
6,11,17,23,,80,6,22,,102,5
7,3,17,25,,80,8,25,,102,3
8,3,17,25,,80,9,22,,101,3
9,11,17,25,10,80,9,21,9,101,10
10,22,17,29,10,78,9,25,10,101,18
11,37,17,29,10,77,10,24,11,101,34
12,45,17,25,10,77,10,17,10,102,46
13,50,17,24,11,78,10,13,11,102,51
14,65,17,16,11,80,10,9,11,102,73
15,84,17,15,11,78,10,10,10,101,98
16,96,17,13,9,77,10,10,8,101,111
17,96,17,13,8,77,10,12,6,100,115
18,71,18,14,7,74,10,15,5,100,105
19,46,18,23,6,74,10,17,5,99,50
20,29,17,30,6,74,10,17,5,97,34
